chord_and_mode	medtner_tales	beethoven_piano_sonatas	ABC	mendelssohn_quartets	grieg_lyric_pieces	bach_en_fr_suites	liszt_pelerinage	scarlatti_sonatas	chopin_mazurkas	bartok_bagatelles	kleine_geistliche_konzerte	corelli	bach_solo	mozart_piano_sonatas	frescobaldi_fiori_musicali	wagner_overtures	kozeluh_sonatas	rachmaninoff_piano	peri_euridice	schubert_winterreise	jc_bach_sonatas	wf_bach_sonatas	debussy_suite_bergamasque	tchaikovsky_seasons	ravel_piano	couperin_concerts	monteverdi_madrigals	c_schumann_lieder	schulhoff_suite_dansante_en_jazz	mahler_kindertotenlieder	couperin_clavecin	dvorak_silhouettes	schumann_liederkreis	pleyel_quartets	pergolesi_stabat_mater	schumann_kinderszenen	sweelinck_keyboard	poulenc_mouvements_perpetuels	handel_keyboard	sum
ii%2, major	False	True	True	True	True	False	True	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	11
I(974), major	True	True	True	True	False	True	False	False	True	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	11
ii65/V, major	False	True	False	True	True	True	True	False	False	False	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	11
iio, major	False	True	True	True	False	False	True	True	True	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	11
#viio2/ii, major	True	True	True	True	False	False	True	False	True	False	False	False	False	True	False	False	False	False	False	True	False	True	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	11
i(9#74), minor	True	True	True	True	True	False	False	False	True	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	11
V(4)/III, minor	True	False	True	False	True	True	False	True	False	False	True	True	True	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	11
V7(9)/vi, major	True	True	True	True	True	False	True	False	True	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	11
viio43/IV, major	False	True	True	True	False	False	True	False	True	True	False	False	False	True	False	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	11
V7(+9), major	True	False	True	False	True	False	True	True	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	10
#viio6/v, minor	False	False	True	True	False	True	False	True	True	False	True	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	10
i6(+6), minor	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	False	False	False	10
V2/VI, minor	True	True	True	True	False	True	False	False	False	True	False	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	10
#viio64/ii, major	False	True	True	True	False	False	False	True	False	False	False	True	True	True	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	10
vi(64), major	False	False	False	True	True	False	False	False	True	False	False	True	True	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	10
V43/iii, major	False	True	True	True	False	False	False	False	True	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	True	False	False	False	10
viio64/III, minor	True	False	False	False	False	True	False	True	False	False	True	False	True	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	10
VII7, minor	True	True	True	False	False	False	False	True	False	False	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	10
V43(9), major	False	True	True	True	True	False	True	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	10
V43(4)/V, major	False	True	False	True	True	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	False	True	True	False	False	False	False	True	True	False	False	False	False	False	False	10
v6(2), minor	False	False	False	False	True	True	False	True	False	False	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	10
V7(4)/III, minor	True	False	True	True	True	True	False	False	True	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	10
viio7/IV, major	True	True	True	True	False	False	True	False	False	False	False	True	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	10
I6/IV, major	True	True	False	False	True	True	False	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	10
iv6(9), minor	True	True	True	True	True	False	True	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	10
viio6(2)/V, minor	False	True	False	True	False	False	False	False	False	False	False	False	True	True	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	10
vii%43/IV, major	True	True	True	True	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	10
#viio43(4), minor	True	True	False	False	False	False	True	False	True	False	False	False	False	False	False	True	False	True	False	True	False	False	False	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	10
V7(64), major	True	True	True	True	False	False	True	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	10
V7(9)/IV, major	False	False	True	True	True	False	False	False	True	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	10
viio/IV, minor	False	False	True	True	False	True	False	True	False	False	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	10
bIII64, major	True	True	True	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	10
iii, minor	True	True	True	True	False	False	False	False	True	False	True	False	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	10
i6/v, minor	True	False	False	False	True	True	False	True	False	False	False	True	False	False	False	False	False	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	10
I/VI, minor	True	True	False	False	True	True	False	True	False	False	False	True	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	10
